subid,nll_idrnn_all,nll_cp_rnn_all,nll_vanilla_all,nll_cog_em,nll_cog_cp,nll_ill_em,nll_ill_cp
105,0.915126968,0.956447432,0.91882874,0.8264105150411397,0.9448146160787146,0.8772229268576626,0.9317754330809344
108,0.7245945199999999,0.745778972,0.742440564,0.8047968085265761,0.8181679861296384,0.8862177366901893,0.9529306686372008
109,0.65602651,0.661273374,0.62524394,0.7049121108057491,0.7189584541435954,0.7481491527790821,0.7583923057259346
110,0.45942906600000005,0.46087845400000005,0.44409660000000006,0.6047884509394907,0.6153989348171951,0.6142523326830397,0.6271250834536685
111,0.579129208,0.566088784,0.574495046,0.657598453704907,0.6753040328025318,0.7188244829872962,0.7269398583679312
112,0.56071948,0.569875096,0.55909328,0.6240250906650247,0.6692259257467524,0.6801843960376316,0.6789068160514844
113,0.46404766000000003,0.465430318,0.43003572200000006,0.4112132117809955,0.4862409916621663,0.4352934168518029,0.5128892887059651
114,0.41309083199999996,0.42006504400000005,0.40240595,0.5363660458658218,0.5629967511864176,0.6212259210160187,0.632659434858407
115,0.555833546,0.548108158,0.5471693999999999,0.6413155050696023,0.6419042831437233,0.7144900805628822,0.7119272340700044
117,0.466585056,0.49541375800000004,0.440309656,0.5277307621534262,0.6022472416341663,0.6605534353555588,0.6612863533064879
118,0.548197068,0.5256380079999999,0.52943867,0.6663889811514405,0.6659438532463889,0.6928738517446469,0.69118226789856
119,0.474554824,0.466639536,0.433664218,0.5658436151383064,0.6179884690448694,0.6164158768429902,0.631831118365787
120,0.42840729800000005,0.417758304,0.40873481199999995,0.5339522322264388,0.5491389791804576,0.5849218546584781,0.603054920752546
122,0.57397754,0.571793894,0.556817532,0.6709478863786,0.6631860836825146,0.7409770363723702,0.7388289027824708
123,0.47110923600000004,0.46860059,0.47215424200000006,0.5753938318770099,0.5908807051421632,0.580329232781127,0.5927890056145387
124,0.7715956399999999,0.793124306,0.755269988,0.7497224673326172,0.7484262067514946,0.7858124794773467,0.7896457788163739
